Gender,Provinsi,Kab/Kota,Bidang,Jenjang Lomba,Jenjang Sekolah,Kelas,Medali,Tahun,Cluster
L,Aceh,Kota Banda Aceh,Kebumian,SMA,SMA,11.0,Partisipan,2014,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2012,0
L,Sumatera Utara,Kota Medan,Matematika,SMA,SMA,10.0,Partisipan,2016,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2015,0
L,Banten,Kota Tangerang Selatan,Kebumian,SMA,SMA,11.0,Partisipan,2012,2
P,Sumatera Utara,Kota Medan,Astronomi,SMA,SMA,11.0,Partisipan,2013,2
L,Sumatera Utara,Kota Medan,Matematika,SMA,SMA,11.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Sumatera Utara,Kota Medan,Biologi,SMA,SMA,10.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2009,0
L,Sumatera Utara,Kota Medan,Informatika,SMA,SMA,10.0,Partisipan,2012,2
P,Sumatera Utara,Kota Medan,Astronomi,SMA,SMA,10.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Sumatera Utara,Kota Medan,Kimia,SMA,SMA,11.0,Partisipan,2011,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
P,Sumatera Utara,Kota Medan,Biologi,SMA,SMA,11.0,Partisipan,2011,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Sumatera Utara,Kota Medan,Fisika,SMA,SMA,11.0,Partisipan,2010,2
P,Sumatera Utara,Kota Medan,Fisika,SMA,SMA,11.0,Partisipan,2010,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Sumatera Utara,Kota Medan,Kimia,SMA,SMA,11.0,Partisipan,2010,2
P,Sumatera Utara,Kota Medan,Biologi,SMA,SMA,10.0,Partisipan,2010,2
L,Sumatera Utara,Kota Medan,Astronomi,SMA,SMA,10.0,Partisipan,2010,2
L,Sumatera Utara,Kota Medan,Kebumian,SMA,SMA,11.0,Partisipan,2010,2
P,Sumatera Utara,Kota Medan,Kebumian,SMA,SMA,10.0,Partisipan,2010,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2009,0
L,Sumatera Utara,Kota Medan,Biologi,SMA,SMA,11.0,Partisipan,2009,2
L,Sumatera Utara,Kota Medan,Fisika,SMA,SMA,10.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Riau,Kota Pekanbaru,Astronomi,SMA,SMA,10.0,Partisipan,2019,2
L,Sumatera Utara,Kota Medan,Kimia,SMA,SMA,10.0,Partisipan,2024,2
L,Jawa Barat,Kota Bandung,Informatika,SMA,SMA,10.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Jawa Barat,Kota Bandung,Matematika,SMA,SMA,10.0,Partisipan,2020,2
L,Jawa Barat,Kota Bandung,Informatika,SMA,SMA,10.0,Partisipan,2013,2
L,Aceh,Kota Banda Aceh,Geografi,SMA,SMA,11.0,Partisipan,2019,2
L,Riau,Kota Pekanbaru,Ekonomi,SMA,SMA,11.0,Partisipan,2024,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Jawa Barat,Kota Bandung,Biologi,SMA,SMA,10.0,Partisipan,2020,2
L,Jawa Barat,Kota Bandung,Biologi,SMA,SMA,10.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2012,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2016,0
L,Jawa Barat,Kota Bandung,Informatika,SMA,SMA,10.0,Partisipan,2015,2
L,Jawa Barat,Kota Bandung,Biologi,SMA,SMA,10.0,Partisipan,2015,2
L,Jawa Barat,Kota Bandung,Matematika,SMA,SMA,10.0,Partisipan,2013,2
P,Nusa Tenggara Timur,Kota Kupang,Astronomi,SMA,SMA,10.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Riau,Kota Pekanbaru,Matematika,SMA,SMA,10.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Riau,Kab. Siak,Fisika,SMA,SMA,10.0,Partisipan,2019,0
L,Riau,Kota Pekanbaru,Fisika,SMA,SMA,11.0,Partisipan,2019,2
P,Sulawesi Selatan,Kab. Bone,Fisika,SMA,SMA,11.0,Partisipan,2017,1
P,Riau,Kota Pekanbaru,Kimia,SMA,SMA,11.0,Partisipan,2019,2
P,Riau,Kota Pekanbaru,Kimia,SMA,SMA,11.0,Partisipan,2019,2
L,Riau,Kota Pekanbaru,Informatika,SMA,SMA,10.0,Partisipan,2019,2
L,Riau,Kota Pekanbaru,Informatika,SMA,SMA,11.0,Partisipan,2019,2
L,Riau,Kota Pekanbaru,Biologi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Jawa Barat,Kota Bandung,Ekonomi,SMA,SMA,11.0,Partisipan,2022,2
P,Riau,Kota Pekanbaru,Ekonomi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
P,Riau,Kota Pekanbaru,Ekonomi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Riau,Kota Pekanbaru,Kebumian,SMA,SMA,11.0,Partisipan,2019,2
L,Riau,Kota Pekanbaru,Geografi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Riau,Kota Pekanbaru,Geografi,SMA,SMA,10.0,Partisipan,2019,2
L,Riau,Kota Pekanbaru,Geografi,SMA,SMA,11.0,Partisipan,2019,2
P,Jambi,Kab. Muaro Jambi,Fisika,SMA,SMA,11.0,Partisipan,2013,0
L,Jambi,Kab. Muaro Jambi,Fisika,SMA,SMA,11.0,Partisipan,2013,0
L,Jambi,Kab. Muaro Jambi,Kimia,SMA,SMA,11.0,Partisipan,2013,0
L,Jambi,Kab. Muaro Jambi,Kebumian,SMA,SMA,10.0,Partisipan,2013,0
L,Jambi,Kab. Muaro Jambi,Fisika,SMA,SMA,11.0,Partisipan,2012,0
L,Jambi,Kab. Muaro Jambi,Fisika,SMA,SMA,11.0,Partisipan,2012,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Jambi,Kab. Muaro Jambi,Informatika,SMA,SMA,11.0,Partisipan,2012,0
L,Jambi,Kab. Muaro Jambi,Kimia,SMA,SMA,11.0,Partisipan,2011,0
L,Jambi,Kab. Muaro Jambi,Fisika,SMA,SMA,11.0,Partisipan,2010,0
P,Kalimantan Barat,Kota Pontianak,Ekonomi,SMA,SMA,11.0,Partisipan,2013,2
L,Jambi,Kab. Muaro Jambi,Astronomi,SMA,SMA,11.0,Partisipan,2010,0
L,Jawa Barat,Kota Bandung,Informatika,SMA,SMA,10.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2017,0
L,Jambi,Kab. Muaro Jambi,Fisika,SMA,SMA,11.0,Partisipan,2009,0
L,Sumatera Selatan,Kota Palembang,Informatika,SMA,SMA,10.0,Partisipan,2020,2
L,Sumatera Selatan,Kota Palembang,Geografi,SMA,SMA,10.0,Partisipan,2024,2
L,Sumatera Selatan,Kota Palembang,Matematika,SMA,SMA,11.0,Partisipan,2020,2
L,Sumatera Selatan,Kota Palembang,Kimia,SMA,SMA,11.0,Partisipan,2020,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Sumatera Selatan,Kota Palembang,Fisika,SMA,SMA,10.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2019,0
L,Jawa Tengah,Kota Semarang,Kimia,SMA,SMA,10.0,Partisipan,2016,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Sumatera Selatan,Kota Palembang,Informatika,SMA,SMA,11.0,Partisipan,2019,2
L,Jambi,Kab. Muaro Jambi,Astronomi,SMA,SMA,11.0,Partisipan,2009,0
L,Sumatera Selatan,Kota Palembang,Matematika,SMA,SMA,10.0,Partisipan,2021,2
L,Sumatera Selatan,Kota Palembang,Fisika,SMA,SMA,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Sumatera Selatan,Kota Palembang,Matematika,SMA,SMP,9.0,Partisipan,2018,2
L,Sumatera Selatan,Kota Palembang,Fisika,SMA,SMA,11.0,Partisipan,2018,2
L,Sulawesi Selatan,Kab. Bone,Astronomi,SMA,SMA,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Selatan,Kab. Barito Kuala,Matematika,SMA,SMA,10.0,Partisipan,2015,1
L,Bengkulu,Kota Bengkulu,Kebumian,SMA,SMA,11.0,Partisipan,2019,2
L,Bengkulu,Kota Bengkulu,Kebumian,SMA,SMA,11.0,Partisipan,2018,2
L,Bengkulu,Kota Bengkulu,Geografi,SMA,SMA,11.0,Partisipan,2018,2
L,Bengkulu,Kota Bengkulu,Kebumian,SMA,SMA,11.0,Partisipan,2022,2
P,Bengkulu,Kota Bengkulu,Biologi,SMA,SMA,11.0,Partisipan,2023,2
P,Bengkulu,Kota Bengkulu,Matematika,SMA,SMA,11.0,Partisipan,2023,2
P,Bengkulu,Kota Bengkulu,Geografi,SMA,SMA,11.0,Partisipan,2015,2
L,Bengkulu,Kota Bengkulu,Ekonomi,SMA,SMA,11.0,Partisipan,2022,2
L,Lampung,Kab. Lampung Selatan,Matematika,SMA,SMA,11.0,Partisipan,2019,1
L,Lampung,Kota Bandar Lampung,Fisika,SMA,SMA,10.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Aceh,Kota Banda Aceh,Matematika,SMA,SMA,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Lampung,Kota Metro,Informatika,SMA,SMA,11.0,Partisipan,2019,2
L,Lampung,Kab. Pringsewu,Biologi,SMA,SMA,10.0,Partisipan,2019,0
L,Lampung,Kab. Pringsewu,Biologi,SMA,SMA,11.0,Partisipan,2019,0
P,Lampung,Kota Metro,Astronomi,SMA,SMA,10.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Gorontalo,Kab. Bone Bolango,Matematika,SMA,SMA,10.0,Partisipan,2019,1
P,Lampung,Kab. Pringsewu,Ekonomi,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Lampung,Kota Bandar Lampung,Kebumian,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Lampung,Kota Bandar Lampung,Geografi,SMA,SMA,10.0,Partisipan,2019,2
L,Bangka Belitung,Kota Pangkalpinang,Matematika,SMA,SMA,11.0,Partisipan,2023,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2012,0
P,Bangka Belitung,Kota Pangkalpinang,Ekonomi,SMA,SMA,11.0,Partisipan,2017,2
L,Bangka Belitung,Kota Pangkalpinang,Informatika,SMA,SMA,11.0,Partisipan,2015,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2012,0
L,Bangka Belitung,Kota Pangkalpinang,Fisika,SMA,SMA,11.0,Partisipan,2022,2
P,Bangka Belitung,Kota Pangkalpinang,Ekonomi,SMA,SMA,11.0,Partisipan,2018,2
L,Bangka Belitung,Kota Pangkalpinang,Informatika,SMA,SMA,10.0,Partisipan,2023,2
L,Bangka Belitung,Kota Pangkalpinang,Informatika,SMA,SMA,11.0,Partisipan,2024,2
P,Bangka Belitung,Kab. Bangka,Biologi,SMA,SMA,11.0,Partisipan,2017,1
P,Sulawesi Selatan,Kab. Bone,Kebumian,SMA,SMA,11.0,Partisipan,2017,1
L,Kepulauan Riau,Kota Batam,Fisika,SMA,SMA,11.0,Partisipan,2019,2
L,Kepulauan Riau,Kota Batam,Kimia,SMA,SMA,11.0,Partisipan,2019,2
L,Kepulauan Riau,Kota Batam,Informatika,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Kepulauan Riau,Kota Batam,Biologi,SMA,SMA,11.0,Partisipan,2019,2
L,Kepulauan Riau,Kota Batam,Astronomi,SMA,SMA,11.0,Partisipan,2019,2
L,Kepulauan Riau,Kota Batam,Astronomi,SMA,SMA,10.0,Partisipan,2019,2
P,Kepulauan Riau,Kota Batam,Ekonomi,SMA,SMA,11.0,Partisipan,2019,2
L,Nusa Tenggara Timur,Kota Kupang,Biologi,SMA,SMA,11.0,Partisipan,2011,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,DKI Jakarta,Kota Jakarta Pusat,Kebumian,SMA,SMA,10.0,Partisipan,2024,2
L,DKI Jakarta,Kota Jakarta Pusat,Geografi,SMA,SMA,10.0,Partisipan,2024,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2013,0
L,DKI Jakarta,Kota Jakarta Barat,Astronomi,SMA,SMA,10.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
P,Kalimantan Barat,Kota Pontianak,Ekonomi,SMA,SMA,11.0,Partisipan,2011,2
L,DKI Jakarta,Kota Jakarta Barat,Informatika,SMA,SMA,10.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,DKI Jakarta,Kota Jakarta Barat,Kimia,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,DKI Jakarta,Kota Jakarta Barat,Matematika,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2013,0
L,Sulawesi Selatan,Kab. Bone,Kebumian,SMA,SMA,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Kepulauan Riau,Kota Batam,Matematika,SMA,SMA,11.0,Partisipan,2014,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Gorontalo,Kab. Bone Bolango,Fisika,SMA,SMA,11.0,Partisipan,2019,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,DKI Jakarta,Kota Jakarta Barat,Matematika,SMA,SMA,10.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,DKI Jakarta,Kota Jakarta Barat,Fisika,SMA,SMA,10.0,Partisipan,2018,2
L,DKI Jakarta,Kota Jakarta Barat,Matematika,SMA,SMA,10.0,Partisipan,2010,2
L,DKI Jakarta,Kota Jakarta Barat,Matematika,SMA,SMP,9.0,Partisipan,2009,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2018,0
P,DKI Jakarta,Kota Jakarta Barat,Ekonomi,SMA,SMA,11.0,Partisipan,2009,2
P,Kepulauan Riau,Kota Batam,Matematika,SMA,SMA,10.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Jawa Barat,Kota Bandung,Informatika,SMA,SMA,11.0,Partisipan,2023,2
L,DKI Jakarta,Kota Jakarta Barat,Informatika,SMA,SMA,11.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
P,DKI Jakarta,Kota Jakarta Barat,Geografi,SMA,SMA,10.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2024,0
L,Jawa Barat,Kota Bandung,Matematika,SMA,SMA,11.0,Partisipan,2024,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Jawa Barat,Kota Bandung,Biologi,SMA,SMA,11.0,Partisipan,2024,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2010,0
L,Kepulauan Riau,Kota Batam,Ekonomi,SMA,SMA,11.0,Partisipan,2020,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2013,0
P,Jawa Barat,Kota Cirebon,Ekonomi,SMA,SMA,11.0,Partisipan,2010,2
L,Jawa Barat,Kota Cirebon,Matematika,SMA,SMA,11.0,Partisipan,2009,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Jawa Barat,Kota Bandung,Matematika,SMA,SMA,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Jawa Barat,Kota Cirebon,Matematika,SMA,SMA,10.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
P,Jawa Barat,Kota Cirebon,Ekonomi,SMA,SMA,10.0,Partisipan,2021,2
L,Aceh,Kota Banda Aceh,Kimia,SMA,SMA,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Jawa Barat,Kota Cirebon,Kimia,SMA,SMA,10.0,Partisipan,2024,2
P,Jawa Barat,Kota Cirebon,Matematika,SMA,SMA,11.0,Partisipan,2014,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Selatan,Kab. Barito Kuala,Kebumian,SMA,SMA,11.0,Partisipan,2024,1
P,Jawa Barat,Kota Cirebon,Ekonomi,SMA,SMA,11.0,Partisipan,2023,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Jawa Barat,Kota Cirebon,Astronomi,SMA,SMA,11.0,Partisipan,2024,2
P,Jawa Barat,Kota Bekasi,Kimia,SMA,SMA,11.0,Partisipan,2012,2
P,Jawa Barat,Kota Bekasi,Biologi,SMA,SMA,10.0,Partisipan,2012,2
L,Jawa Barat,Kota Bekasi,Informatika,SMA,SMA,11.0,Partisipan,2012,2
L,Jawa Barat,Kota Bekasi,Informatika,SMA,SMA,11.0,Partisipan,2010,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Jawa Barat,Kota Bandung,Biologi,SMA,SMA,10.0,Partisipan,2024,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Jawa Barat,Kota Bandung,Fisika,SMA,SMA,11.0,Partisipan,2021,2
L,Jawa Barat,Kota Bekasi,Matematika,SMA,SMA,11.0,Partisipan,2021,2
L,Jawa Barat,Kota Bekasi,Fisika,SMA,SMA,11.0,Partisipan,2023,2
L,Jawa Barat,Kab. Bekasi,Geografi,SMA,SMA,11.0,Partisipan,2023,1
P,Jawa Barat,Kab. Bogor,Kimia,SMA,SMA,11.0,Partisipan,2023,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Jawa Barat,Kota Bekasi,Matematika,SMA,SMA,11.0,Partisipan,2024,2
L,Jawa Barat,Kota Cirebon,Kimia,SMA,SMA,11.0,Partisipan,2020,2
L,Jawa Barat,Kota Bekasi,Fisika,SMA,SMA,11.0,Partisipan,2021,2
L,Jawa Barat,Kab. Indramayu,Ekonomi,SMA,SMA,11.0,Partisipan,2014,1
L,Jawa Tengah,Kota Semarang,Matematika,SMA,SMA,11.0,Partisipan,2024,2
L,Jawa Tengah,Kota Surakarta,Informatika,SMA,SMA,11.0,Partisipan,2021,2
L,Jawa Tengah,Kota Surakarta,Matematika,SMA,SMA,11.0,Partisipan,2019,2
L,Jawa Tengah,Kota Surakarta,Biologi,SMA,SMA,10.0,Partisipan,2022,2
L,Jawa Tengah,Kota Surakarta,Matematika,SMA,SMA,11.0,Partisipan,2016,2
L,Jawa Tengah,Kota Surakarta,Matematika,SMA,SMA,10.0,Partisipan,2015,2
L,Jawa Tengah,Kota Surakarta,Biologi,SMA,SMA,11.0,Partisipan,2023,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
P,Jawa Tengah,Kab. Wonosobo,Geografi,SMA,SMA,11.0,Partisipan,2014,2
P,Jawa Tengah,Kab. Wonosobo,Geografi,SMA,SMA,10.0,Partisipan,2014,2
P,Jawa Tengah,Kab. Wonosobo,Geografi,SMA,SMA,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2012,0
